TimeStamp	TMP	Permeability	Permeability TC	dP module	dP module TC	dP module TC abs	Flux	Vcrossflow	Recovery	Active program number	Mem. retention	Sys. retention	00-FIT-01	01-FIT-01	01-FIT-02	01-FIT-03	01-PIT-01	01-PIT-02	01-PIT-03	00-LT-01	02-LT-01	00-QIT-01	00-QIT-02	01-QIT-01	01-QIT-02	01-TIT-01	01-TIT-02	00-P-01	Power_00-P-01	00-FC-01	00-FC-02	01-P-01	Power_01-P-01	01-FC-01	02-P-01	02-FC-01	02-FC-02	02-FC-03	00-COV-01	00-SC-01	00-COV-02	00-SC-02	04-SC-01	01-HE-01	PV FIL DIR.	00-AV-01	00-AV-02	00-AV-03	00-AV-04	01-AV-01	01-AV-02	01-AV-03	01-AV-04	01-AV-06	01-AV-05	01-AV-07	01-AV-08	01-AV-09	01-AV-10	01-AV-11	01-AV-12	01-AV-13	01-AV-14	01-AV-15	03-AV-01	03-AV-02	03-AV-03	03-AV-04	03-AV-05	Total permeate	Total permeate BW	Total feed	PV used perm dosing	Net recovery	Specific_power	Filtration timer	Chemical timer
2026-02-08 13:00:52 82	3.65	5.5	8.12	0.44	0.3	0.3	20.1	0.2	85.3	10	14.25	19.42	1.17	4.44	1	0.17	3.941	3.661	0.16	98	103	8.78	0.829	0.779	0.668	5.93	5.01	1	0.15	46.6	0	1	-0.04	3.6	0	50	47.6	49.8	0	0	0	10.8	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	0.394229896666667	14.6775871024722
2026-02-08 13:00:57 82	3.66	5.5	7.99	0.44	0.3	0.3	20.1	0.2	85.4	10	15	19.63	1.17	4.43	1.01	0.17	3.951	3.668	0.16	98	104	8.78	0.829	0.784	0.666	6.38	5.01	1	0.15	46.7	0	1	-0.04	3.6	0	50	47.6	49.8	0	0	0	11.1	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	0.477414925	14.6789759135556
2026-02-08 13:01:02 84	3.66	5.49	7.92	0.44	0.31	0.31	20.1	0.2	85.3	10	16.83	20.03	1.17	4.45	1	0.17	3.95	3.667	0.16	98	104	8.77	0.829	0.797	0.663	6.65	5.01	1	0.15	46.8	0	1	-0.04	3.7	0	50	47.6	49.8	0	0	0	11.3	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	0.561041448333333	14.6803696890556
2026-02-08 13:01:07 84	3.67	5.5	7.93	0.44	0.31	0.31	20.2	0.2	85.4	10	18.39	20.42	1.18	4.43	1.01	0.17	3.957	3.675	0.16	98	103	8.77	0.829	0.808	0.66	6.67	4.98	1	0.15	46.9	0	1	-0.04	3.6	0	50	47.6	49.8	0	0	0	11.6	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	0.644501616666667	14.6817606906389
2026-02-08 13:01:12 86	3.67	5.5	7.98	0.44	0.3	0.3	20.2	0.2	85.4	10	18.52	20.51	1.17	4.44	1.01	0.17	3.959	3.678	0.16	98	104	8.77	0.829	0.809	0.659	6.47	4.95	1	0.15	46.9	0	1	-0.04	3.7	0	50	47.6	49.8	0	0	0	11.8	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	0.728070088333333	14.6831534996389
2026-02-08 13:01:17 86	3.66	5.51	8.07	0.44	0.3	0.3	20.2	0.2	85.4	10	18.11	20.18	1.18	4.44	1.01	0.17	3.952	3.674	0.16	98	104	8.77	0.83	0.809	0.662	6.15	4.95	1	0.15	46.9	0	1	-0.04	3.6	0	50	47.6	49.8	0	0	0	12.1	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	0.811342708333333	14.6845413766667
2026-02-08 13:01:22 87	3.67	5.51	8.16	0.44	0.3	0.3	20.2	0.2	85.4	10	17.52	19.61	1.18	4.45	1.01	0.17	3.959	3.68	0.16	98	104	8.77	0.83	0.809	0.667	5.79	4.92	1	0.15	46.9	0	1	-0.04	3.6	0	50	47.6	49.8	0	0	0	12.3	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	0.894942671666667	14.6859347091944
2026-02-08 13:01:27 88	3.67	5.51	8.24	0.44	0.3	0.3	20.2	0.2	85.4	10	17.42	19.04	1.18	4.45	1.01	0.17	3.958	3.676	0.16	98	104	8.77	0.83	0.814	0.672	5.5	4.92	1	0.15	46.9	0	1	-0.04	3.6	0	50	47.6	49.8	0	0	0	12.5	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	0.978375601666667	14.6873252573056
2026-02-08 13:01:32 88	3.67	5.51	8.29	0.44	0.29	0.29	20.2	0.2	85.3	10	17.49	18.57	1.18	4.44	1.01	0.17	3.959	3.678	0.16	98	104	8.77	0.83	0.819	0.676	5.27	4.92	1	0.15	46.9	0	1	-0.04	3.6	0	50	47.6	49.8	0	0	0	12.8	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	1.06182156	14.6887160233611
2026-02-08 13:01:37 89	3.67	5.49	8.32	0.44	0.29	0.29	20.1	0.2	85.4	10	17.95	18.34	1.18	4.44	1.01	0.17	3.959	3.679	0.16	98	104	8.77	0.83	0.826	0.678	5.08	4.92	1	0.15	47	0	1	-0.04	3.5	0	50	47.6	49.8	0	0	0	13	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	1.14520901666667	14.6901058144167
2026-02-08 13:01:42 90	3.67	5.5	8.36	0.44	0.29	0.29	20.2	0.2	85.4	10	18.24	18.34	1.17	4.43	1.01	0.17	3.963	3.682	0.16	98	104	8.77	0.83	0.829	0.678	4.93	4.92	1	0.15	47	0	1	-0.04	3.6	0	50	47.6	49.8	0	0	0	13.2	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	1.22876702166667	14.6914984475
2026-02-08 13:01:47 90	3.67	5.49	8.39	0.44	0.29	0.29	20.2	0.2	85.3	10	18.58	18.47	1.17	4.44	1.01	0.17	3.963	3.683	0.16	98	104	8.77	0.83	0.831	0.677	4.81	4.92	1	0.15	47.1	0	1	-0.04	3.6	0	50	47.6	49.8	0	0	0	13.5	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	1.31210349166667	14.6928873896944
2026-02-08 13:01:52 91	3.68	5.48	8.39	0.44	0.29	0.29	20.1	0.2	85.3	10	19.16	18.74	1.18	4.45	1.01	0.17	3.972	3.692	0.16	98	104	8.76	0.83	0.834	0.675	4.72	4.92	1	0.15	47.1	0	1	-0.04	3.6	0	50	47.6	49.8	0	0	0	13.7	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	1.39556463166667	14.6942784076667
2026-02-08 13:01:57 91	3.68	5.5	8.44	0.44	0.29	0.29	20.2	0.2	85.4	10	19.94	19.17	1.18	4.45	1.01	0.17	3.966	3.685	0.16	98	104	8.76	0.83	0.838	0.671	4.65	4.92	1	0.15	47.1	0	1	-0.04	3.5	0	50	47.6	49.8	0	0	0	13.9	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	1.47891548833333	14.6956675895833
2026-02-08 13:02:02 93	3.68	5.49	8.44	0.44	0.29	0.29	20.2	0.2	85.3	10	20.82	19.61	1.17	4.44	1.01	0.17	3.969	3.689	0.16	98	104	8.76	0.83	0.843	0.667	4.6	4.92	1	0.15	47.2	0	1	-0.04	3.6	0	50	47.6	49.8	0	0	0	14.1	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	1.562545065	14.69706141475
2026-02-08 13:02:07 92	3.68	5.48	8.43	0.44	0.29	0.29	20.2	0.2	85.3	10	21.62	20.09	1.18	4.44	1.01	0.17	3.975	3.693	0.16	98	104	8.76	0.83	0.846	0.663	4.56	4.92	1	0.15	47.2	0	1	-0.04	3.5	0	50	47.6	49.8	0	0	0	14.3	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	1.64583069166667	14.6984495089167
2026-02-08 13:02:12 93	3.68	5.48	8.45	0.44	0.28	0.28	20.2	0.2	85.4	10	22.3	20.61	1.18	4.45	1.01	0.17	3.968	3.689	0.16	98	104	8.77	0.83	0.848	0.659	4.52	4.92	1	0.15	47.2	0	1	-0.04	3.5	0	50	47.6	49.8	0	0	0	14.5	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	1.72926454	14.6998400738611
2026-02-08 13:02:17 93	3.68	5.48	8.45	0.44	0.29	0.29	20.2	0.2	85.4	10	23.13	21.05	1.18	4.43	1.01	0.17	3.975	3.693	0.16	98	104	8.77	0.83	0.852	0.655	4.49	4.92	1	0.15	47.2	0	1	-0.04	3.5	0	50	47.6	49.8	0	0	0	14.7	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	1.81261346	14.70122922175
2026-02-08 13:02:22 93	3.68	5.48	8.47	0.44	0.28	0.28	20.2	0.2	85.3	10	23.97	21.69	1.18	4.44	1.01	0.17	3.973	3.693	0.16	98	104	8.77	0.83	0.855	0.65	4.47	4.92	1	0.15	47.2	0	1	-0.04	3.5	0	50	47.6	49.8	0	0	0	14.9	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	1.89595011666667	14.7026181668611
2026-02-08 13:02:27 93	3.68	5.48	8.46	0.44	0.29	0.29	20.2	0.2	85.3	10	24.62	22.09	1.18	4.44	1.01	0.17	3.974	3.693	0.16	98	104	8.77	0.83	0.858	0.647	4.45	4.92	1	0.15	47.2	0	1	-0.04	3.5	0	50	47.6	49.8	0	0	0	15.1	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	1.97929845666667	14.7040073059167
2026-02-08 13:02:32 94	3.68	5.47	8.46	0.44	0.28	0.28	20.2	0.2	85.4	10	25.42	22.53	1.18	4.44	1.01	0.17	3.974	3.695	0.16	98	104	8.77	0.83	0.862	0.643	4.43	4.92	1	0.15	47.3	0	1	-0.04	3.5	0	50	47.6	49.8	0	0	0	15.3	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	2.06270291666667	14.7053973802778
2026-02-08 13:02:37 94	3.68	5.46	8.45	0.44	0.28	0.28	20.2	0.2	85.3	10	25.98	22.92	1.18	4.44	1.01	0.17	3.974	3.694	0.16	98	104	8.77	0.83	0.864	0.64	4.42	4.92	1	0.15	47.3	0	1	-0.04	3.6	0	50	47.6	49.8	0	0	0	15.5	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	2.14613622333333	14.7067879343889
2026-02-08 13:02:42 94	3.68	5.48	8.47	0.44	0.29	0.29	20.2	0.2	85.3	10	26.61	23.22	1.18	4.45	1.01	0.17	3.975	3.694	0.16	98	104	8.77	0.83	0.868	0.637	4.41	4.92	1	0.15	47.3	0	1	-0.04	3.5	0	50	47.6	49.8	0	0	0	15.7	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	2.229476505	14.70817693925
2026-02-08 13:02:47 94	3.69	5.47	8.46	0.44	0.28	0.28	20.2	0.2	85.3	10	27.16	23.57	1.18	4.45	1.01	0.17	3.982	3.702	0.16	98	104	8.77	0.83	0.871	0.634	4.4	4.92	1	0.15	47.3	0	1	-0.04	3.4	0	50	47.6	49.8	0	0	0	15.9	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	2.31283622833333	14.7095662679167
2026-02-08 13:02:52 96	3.69	5.47	8.46	0.44	0.28	0.28	20.2	0.2	85.3	10	27.62	23.83	1.18	4.45	1.01	0.17	3.977	3.698	0.16	98	104	8.77	0.83	0.873	0.632	4.39	4.92	1	0.15	47.3	0	1	-0.04	3.5	0	50	47.6	49.8	0	0	0	16.1	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	2.39645469666667	14.7109599100556
2026-02-08 13:02:57 95	3.68	5.48	8.48	0.44	0.28	0.28	20.2	0.2	85.3	10	28.16	24.1	1.18	4.43	1.01	0.17	3.974	3.695	0.16	98	104	8.78	0.83	0.877	0.63	4.38	4.92	1	0.15	47.3	0	1	-0.04	3.4	0	50	47.6	49.8	0	0	0	16.3	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	2.47965454333333	14.7123465739722
2026-02-08 13:03:02 96	3.69	5.46	8.46	0.44	0.28	0.28	20.2	0.2	85.3	10	28.58	24.31	1.18	4.44	1.01	0.17	3.979	3.702	0.16	98	104	8.78	0.83	0.88	0.628	4.38	4.92	1	0.15	47.4	0	1	-0.04	3.5	0	50	47.6	49.8	0	0	0	16.5	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	2.56330243833333	14.7137407045833
2026-02-08 13:03:07 97	3.69	5.47	8.48	0.44	0.28	0.28	20.2	0.2	85.4	10	28.88	24.44	1.17	4.44	1.01	0.17	3.975	3.698	0.16	98	104	8.78	0.83	0.882	0.627	4.37	4.92	1	0.15	47.4	0	1	-0.04	3.5	0	50	47.6	49.8	0	0	0	16.7	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	2.64662036	14.7151293366389
2026-02-08 13:03:12 98	3.67	5.47	8.47	0.44	0.28	0.28	20.1	0.2	83.8	10	29.43	24.58	1.19	4.45	1	0.19	3.964	3.684	0.16	98	105	8.78	0.83	0.887	0.626	4.37	4.92	1	0.15	47.1	0	1	-0.04	3.5	0	50	47.6	49.8	0	0	0	16.2	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	2.7300813	14.7165203532778
2026-02-08 13:03:17 99	3.65	5.47	8.47	0.44	0.28	0.28	20	0.2	83.7	10	29.7	24.71	1.19	4.44	1	0.19	3.944	3.663	0.16	98	105	8.78	0.83	0.889	0.625	4.37	4.92	1	0.15	46.7	0	1	-0.04	3.4	0	50	47.6	49.8	0	0	0	15	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	2.81354771666667	14.7179114601667
2026-02-08 13:03:22 99	3.64	5.47	8.47	0.44	0.28	0.28	19.9	0.2	83.6	10	29.89	24.79	1.18	4.44	0.99	0.19	3.931	3.651	0.16	98	105	8.77	0.83	0.89	0.624	4.36	4.92	1	0.15	46.4	0	1	-0.04	3.4	0	50	47.6	49.8	0	0	0	13.8	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	2.89690893666667	14.7193008131944
2026-02-08 13:03:28 00	3.64	5.46	8.46	0.44	0.28	0.28	19.9	0.2	83.7	10	30.29	24.88	1.18	4.44	0.99	0.19	3.929	3.648	0.16	98	105	8.77	0.83	0.894	0.624	4.36	4.92	1	0.15	46.3	0	1	-0.04	3.4	0	50	47.6	49.8	0	0	0	12.8	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	2.980447835	14.7206931283333
2026-02-08 13:03:33 01	3.63	5.46	8.46	0.44	0.28	0.28	19.8	0.2	83.6	10	30.58	24.86	1.18	4.45	0.99	0.19	3.921	3.642	0.16	98	105	8.77	0.829	0.898	0.623	4.36	4.92	1	0.15	46.2	0	1	-0.04	3.3	0	50	47.6	49.8	0	0	0	11.6	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	3.063951625	14.7220848576944
2026-02-08 13:03:38 01	3.63	5.46	8.46	0.44	0.28	0.28	19.8	0.2	83.6	10	30.76	24.9	1.18	4.45	0.99	0.19	3.916	3.639	0.16	98	105	8.78	0.829	0.9	0.623	4.35	4.92	1	0.15	46.1	0	1	-0.04	3.3	0	50	47.6	49.8	0	0	0	10.6	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.4	0.11	3.14724030666667	14.7234730010833
2026-02-08 13:03:43 01	3.64	5.45	8.44	0.44	0.28	0.28	19.8	0.2	85.1	10	30.99	24.95	1.16	4.44	0.99	0.17	3.932	3.655	0.16	98	105	8.78	0.829	0.902	0.622	4.35	4.95	1	0.15	46.4	0	1	-0.04	3.3	0	50	47.6	49.8	0	0	0	10.2	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.5	0.11	3.23060587	14.7248624279444
2026-02-08 13:03:48 01	3.66	5.44	8.44	0.44	0.28	0.28	20	0.2	85.2	10	31.16	24.95	1.17	4.44	1	0.17	3.95	3.672	0.16	98	105	8.78	0.829	0.904	0.622	4.35	4.95	1	0.15	46.7	0	1	-0.04	3.3	0	50	47.6	49.8	0	0	0	10.4	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.5	0.11	3.31393674166667	14.7262512769167
2026-02-08 13:03:53 03	3.67	5.47	8.48	0.44	0.28	0.28	20.1	0.2	85.2	10	31.32	24.91	1.17	4.44	1	0.17	3.957	3.681	0.16	98	105	8.78	0.829	0.906	0.622	4.36	4.95	1	0.15	47	0	1	-0.04	3.3	0	50	47.6	49.8	0	0	0	10.6	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.5	0.11	3.39756107833333	14.7276450161389
2026-02-08 13:03:58 02	3.68	5.44	8.43	0.44	0.28	0.28	20	0.2	85.2	10	31.43	24.91	1.17	4.44	1	0.17	3.972	3.691	0.16	98	105	8.79	0.829	0.908	0.622	4.36	4.95	1	0.15	47.2	0	1	-0.04	3.4	0	50	47.6	49.8	0	0	0	10.7	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.5	0.11	3.48078851333333	14.7290321399167
2026-02-08 13:04:03 02	3.69	5.45	8.45	0.44	0.28	0.28	20.1	0.2	85.2	10	31.59	24.87	1.18	4.45	1.01	0.17	3.978	3.699	0.16	98	105	8.79	0.829	0.91	0.623	4.36	4.95	1	0.15	47.3	0	1	-0.04	3.4	0	50	47.6	49.8	0	0	0	10.9	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.5	0.11	3.56412016333333	14.7304210000833
2026-02-08 13:04:08 03	3.69	5.46	8.47	0.44	0.28	0.28	20.1	0.2	85.3	10	31.83	24.87	1.18	4.44	1.01	0.17	3.976	3.699	0.16	98	105	8.79	0.829	0.914	0.623	4.36	4.95	1	0.15	47.4	0	1	-0.04	3.4	0	50	47.6	49.8	0	0	0	11	0.6	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14.8	-0.2	18.8	0.1	79.5	0.11	3.647632625	14.7318128742778
